REGIONAL;GERENTE;GRUPO ECONOMICO;NOME SIGA;Inscritos ENEM 25.1;Inscritos Total CPF Único;Inscritos EX ENEM;Adiantamento da VCP - Nov;Adiantamento da VCP - Jan;TOP 25;Possui time comercial;Quantidade time comercial;% do CE nas matrículas do Polo;Aportes;Expectativa Matricula Enem;META 100% ONLINE;REAL 25.1;% META;META HIBRIDO;REAL 25.1;% META;META PRESENCIAL;REAL 25.1;% META;META HIBRIDO LAB;REAL 25.1;% META;META TOTAL;REAL 25.1;% META
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - LUZIANIA/GO - III(16320880);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-LETICIA ALBUQUERQUE OLIVEIRA;[ANHANGUERA] - LUZIANIA/GO - IV(16831705);1;163;162;SIM; NÃO;NÃO;SIM;2;14%;0;19;48;22;45%;2;7;352%;0;0;0%;6;10;166%;56;39;69%
SUDESTE;SILVIA CUNHA;GE20-ANTONIO CARLOS DANTAS;[ANHANGUERA] - MACAE/RJ - I(2008447);651;999;348;SIM; NÃO;SIM;SIM;6;0%;0;0;251;96;38%;37;13;35%;0;0;0%;99;43;44%;387;152;39%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACAIBA/RN - I(15375889);0;20;20;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
CENTRO OESTE/NORTE;RODOLFO RODRIGO DE OLIVEIRA;CP1-MARCILIA COLARES FEITOSA;[ANHANGUERA] - MACAPA/AP;3626;0;-3626;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACAPA/AP - I(2008620);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACAPA/AP - I(4044);2;40;38;SIM; NÃO;NÃO;NÃO;0;0%;0;122;0;6;0%;0;0;0%;0;0;0%;0;1;0%;0;7;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-EUDES BARBOSA DE MELO;[ANHANGUERA] - MACAPA/AP - IV(16379511);1161;864;-297;SIM; NÃO;NÃO;SIM;1;100%;0;24;181;30;17%;0;0;0%;0;0;0%;17;4;24%;198;36;18%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-EUDES BARBOSA DE MELO;[ANHANGUERA] - MACAPA/AP - V(16633870);750;719;-31;SIM; NÃO;NÃO;SIM;1;0%;0;4;29;10;34%;0;0;0%;0;0;0%;0;0;0%;29;10;34%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACAPA/AP - VI(16720456);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACAPARANA/PE - I(15807425);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;JULIANE ABADE;GI-VERA LUCIA PIRES DE CAMPOS ALCANTU;[ANHANGUERA] - MACATUBA/SP - I(15117144);0;87;87;SIM; NÃO;NÃO;NÃO;0;0%;0;0;76;40;52%;0;0;0%;0;0;0%;9;4;46%;85;44;52%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MACAUBAL/SP - I(16127352);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;CP1-VALERIA DE SOUSA MATIAS;[ANHANGUERA] - MACEIO/AL;4316;0;-4316;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE3-DANIELA CARVALHO NEMEZIO;[ANHANGUERA] - MACEIO/AL - I(2008446);717;1417;700;SIM; NÃO;NÃO;SIM;2;71%;1;0;154;85;55%;115;171;149%;0;0;0%;91;68;75%;360;362;101%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - II(1157);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - III(15000825);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE3-ERNANDI DE CASTRO AZEVEDO NETO;[ANHANGUERA] - MACEIO/AL - IV(15192032);1;237;236;SIM; NÃO;NÃO;NÃO;0;74%;0;462;134;84;63%;0;0;0%;0;0;0%;27;7;26%;160;113;70%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - IV(16010703);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - V(1059618);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - V(15262169);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - VI(15939209);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MACEIO/AL - VII(16637582);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-ARMINDA CASSIA DA SILVA ROMEIRO;[ANHANGUERA] - MACEIO/AL - VIII(16906414);0;114;114;SIM; NÃO;NÃO;SIM;1;67%;0;0;106;72;68%;0;0;0%;0;0;0%;4;3;70%;110;75;68%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MADRE DE DEUS/BA - I(15262155);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MAE DAGUA/PB - I(16015865);0;13;13;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MAFRA/SC - I(15074595);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;JULIANE ABADE;GE2-MARIA DE LOURDES RABELO DEFINO;[ANHANGUERA] - MAIRINQUE/SP - I(15074596);139;357;218;SIM; NÃO;NÃO;SIM;2;14%;0;3;100;75;75%;0;0;0%;0;0;0%;19;12;64%;119;90;76%
GRANDE SP;KELLY CRISTINE;GE5-GILZA LOURDES JULIANO HORMIGO/ FABIO JULIANO HORMIGO;[ANHANGUERA] - MAIRIPORA/SP - I(1166);23;237;214;SIM; NÃO;NÃO;SIM;2;0%;0;0;87;63;72%;0;0;0%;0;0;0%;5;5;103%;92;72;78%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MAJOR ISIDORO/AL - I(16812194);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MAJOR VIEIRA/SC - I(15213511);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MALLET/PR - I(16785000);0;12;12;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;3;0%;0;0;0%;0;0;0%;0;0;0%;0;3;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MALTA/PB - I(16081596);0;12;12;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;2;0%;0;0;0%;0;0;0%;0;0;0%;0;2;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANACAPURU/AM - I(15074597);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANACAPURU/AM - I(15313275);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANACAPURU/AM - II(17011729);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GE5-MARIA ALICE LIRA SILVA;[ANHANGUERA] - MANARI/PE - I(16920693);0;6;6;SIM; NÃO;NÃO;NÃO;0;0%;0;0;2;2;88%;0;0;0%;0;0;0%;0;0;0%;2;2;88%
CENTRO OESTE/NORTE;RODOLFO RODRIGO DE OLIVEIRA;CP1-RAONE JOSE SOUZA MAIA;[ANHANGUERA] - MANAUS/AM;1591;0;-1591;NÃO; NÃO;NÂO;SIM;2;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE9-LEANDRO MORENO GARCIA;[ANHANGUERA] - MANAUS/AM - I(22473);523;1228;705;SIM; NÃO;SIM;NÃO;0;2%;1;0;423;122;29%;247;72;29%;0;0;0%;122;32;26%;791;226;29%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - I(24201);0;6;6;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;2;0%;0;0;0%;0;0;0%;0;0;0%;0;2;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - II(1051571);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE9-LEANDRO MORENO GARCIA;[ANHANGUERA] - MANAUS/AM - III(1060728);487;637;150;SIM; NÃO;SIM;NÃO;0;0%;0;0;202;54;27%;3;0;0%;0;0;0%;0;3;0%;205;57;28%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - III(15085326);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - IV(15085327);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - IV(15969692);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - IX(16720460);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-MARIA DO SOCORRO ROCHA CHAGAS;[ANHANGUERA] - MANAUS/AM - IX(16953646);23;119;96;SIM; NÃO;NÃO;NÃO;0;0%;0;0;69;47;68%;0;0;0%;0;0;0%;0;3;0%;69;50;73%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - V(15172649);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GI-ROBERTA MENDES MALCHER;[ANHANGUERA] - MANAUS/AM - VI(15210054);99;226;127;SIM; NÃO;NÃO;NÃO;0;0%;0;0;34;47;138%;0;0;0%;0;0;0%;0;3;0%;34;50;147%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - VII(16320882);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - VIII(16575456);5;171;166;SIM; NÃO;NÃO;NÃO;0;0%;0;87;0;5;0%;0;0;0%;0;0;0%;0;1;0%;0;6;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - VIII(16909659);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - X(16720011);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-MARIA DO SOCORRO ROCHA CHAGAS;[ANHANGUERA] - MANAUS/AM - X(16966038);63;88;25;SIM; NÃO;NÃO;NÃO;0;0%;0;487;11;11;103%;0;0;0%;0;0;0%;0;2;0%;11;13;122%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - XI(16812198);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - XII(16807886);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - XIII(16847942);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - XIV(16847944);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - XV(16866815);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANAUS/AM - XVI(17053111);2;30;28;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;8;0%;0;0;0%;0;0;0%;0;1;0%;0;9;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GI-DALILA PEDROSA DE FREITAS;[ANHANGUERA] - MANAUS/AM - XVII(17123711);0;135;135;SIM; NÃO;NÃO;NÃO;0;13%;0;0;29;63;220%;0;0;0%;0;0;0%;0;8;0%;29;71;248%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANCIO LIMA/AC - I(16116388);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MANDIRITUBA/PR - I(15303009);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MANDURI/SP - I(17015326);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MANGARATIBA/RJ - I(15734510);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;RODOLFO RODRIGO DE OLIVEIRA;CP1-ODILON SOARES;[ANHANGUERA] - MARABA/PA;1746;0;-1746;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARABA/PA - I(2008445);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-MILENA BANDEIRA ARAUJO;[ANHANGUERA] - MARABA/PA - I(3995);108;528;420;SIM; NÃO;NÃO;SIM;4;66%;0;10;221;79;36%;258;92;36%;0;0;0%;436;177;41%;915;348;38%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-MILENA BANDEIRA ARAUJO;[ANHANGUERA] - MARABA/PA - II(14575907);28;73;45;SIM; NÃO;NÃO;SIM;2;22%;0;0;69;18;26%;0;0;0%;0;0;0%;0;2;0%;69;26;37%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MARACAI/SP - I(16178286);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MARACAI/SP - II(16939681);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE7-MADSON JUAREZ FERREIRA DE MELLO;[ANHANGUERA] - MARACAJU/MS - I(4294);175;251;76;SIM; NÃO;SIM;SIM;2;0%;0;6;75;24;32%;2;3;135%;0;0;0%;34;2;6%;111;29;26%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARACANAU/CE - I(15945774);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARACANAU/CE - II(16939659);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-ALISAAD SANTANA DO ESPIRITO SANTO;[ANHANGUERA] - MARAGOGIPE/BA - II(16869386);0;18;18;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;13;4;31%;0;0;0%;0;0;0%;0;0;0%;13;4;31%
NORDESTE;RODRIGO BONFIM;GE4-MARIA NEIVA DE SOUSA SOARES;[ANHANGUERA] - MARANGUAPE/CE - II(15043561);161;187;26;SIM; NÃO;NÃO;NÃO;0;0%;0;0;39;14;35%;0;0;0%;0;0;0%;6;0;0%;46;14;31%
SUL;TBD;GE4-MICHELI ADRIANA SCHWALBERT;[ANHANGUERA] - MARAU/RS - I(6465693);99;342;243;SIM; NÃO;NÃO;NÃO;0;3%;0;0;104;85;82%;7;0;0%;0;0;0%;23;4;18%;133;101;76%
SUDESTE;CONSUELO NOBREGA;GI-FELIPE MONTEIRO CARDOSO;[ANHANGUERA] - MARIA DA FE/MG - I(17015485);36;67;31;SIM; NÃO;NÃO;NÃO;0;0%;0;0;16;7;43%;0;0;0%;0;0;0%;1;0;0%;17;7;40%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MARIALVA/PR - II(16953652);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARIBONDO/AL - I(16906806);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARILANDIA/ES - I(16101030);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MARILIA/SP - I(1051572);11;75;64;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;19;0%;0;0;0%;0;0;0%;0;2;0%;0;21;0%
SP INTERIOR;VICTOR CARVAS;GE6-GLAUCO FONSECA;[ANHANGUERA] - MARILIA/SP - I(2008443);380;627;247;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;28;0%;0;11;0%;0;0;0%;0;8;0%;0;47;0%
SP INTERIOR;VICTOR CARVAS;GE6-GLAUCO FONSECA;[ANHANGUERA] - MARILIA/SP - II(15074598);518;493;-25;SIM; NÃO;NÃO;NÃO;0;0%;0;0;101;42;42%;0;0;0%;0;0;0%;1;1;79%;102;45;44%
SUL;ANTONIO FERNANDES;GE4-LEILA JAQUELINE SEIBOLD;[ANHANGUERA] - MARINGA/PR - I(2008444);0;594;594;SIM; NÃO;NÃO;NÃO;0;9%;0;0;69;38;55%;0;0;0%;0;0;0%;14;0;0%;83;45;54%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MARINGA/PR - IV(17050196);2;50;48;SIM; NÃO;NÃO;NÃO;0;0%;0;1;0;17;0%;0;0;0%;0;0;0%;0;1;0%;0;18;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARIO CAMPOS/MG - I(15853340);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARIPA DE MINAS/MG - I(15016499);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARITUBA/PA - I(14658778);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MARITUBA/PA - II(15981534);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;TATIANE ALMEIDA;GE2-CARMEM IOLANDA RODRIGUES BRITO;[ANHANGUERA] - MARIZOPOLIS/PB - I(16621778);0;39;39;SIM; NÃO;NÃO;SIM;1;0%;0;0;25;10;40%;0;0;0%;0;0;0%;2;0;0%;27;10;37%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MARMELEIRO/PR - II(16791830);0;7;7;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;VICTOR CARVAS;GE2-ERCILIO RAMALHO AGUIAR;[ANHANGUERA] - MARTINOPOLIS/SP - I(1059915);0;110;110;SIM; NÃO;NÃO;SIM;2;0%;0;0;84;20;24%;1;0;0%;0;0;0%;3;2;79%;88;22;25%
NORDESTE;MARCOS SANTOS;GE3-ADEMILSON GONCALVES DOS SANTOS;[ANHANGUERA] - MASCOTE/BA - I(15969694);0;64;64;SIM; NÃO;NÃO;NÃO;0;0%;0;0;52;40;77%;0;0;0%;0;0;0%;4;1;23%;56;41;73%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MASSAPE/CE - I(16054602);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MASSARANDUBA/SC - I(16095868);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MATA DE SAO JOAO/BA - II(15074701);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-MARIA IRACY PACHECO REZENDE;[ANHANGUERA] - MATA GRANDE/AL - I(15889700);0;33;33;SIM; NÃO;NÃO;NÃO;0;0%;0;0;68;16;24%;0;0;0%;0;0;0%;0;0;0%;68;16;24%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MATA VERDE/MG - I(15114363);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MATA VERDE/MG - I(15978017);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
REVENUE SHARE;JOAO BOIANI;GE5-HALLEY;[ANHANGUERA] - MATAO/SP - I(7484678);33;366;333;SIM; NÃO;SIM;NÃO;0;21%;1;0;293;107;37%;69;14;20%;60;28;47%;85;37;43%;507;186;37%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MATELANDIA/PR - II(17097091);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MATINHOS/PR - II(16991333);0;14;14;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;4;0%;0;0;0%;0;0;0%;0;0;0%;0;4;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MAUA DA SERRA/PR - I(17015328);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
GRANDE SP;KELLY CRISTINE;GE9-VICTOR LARA DE SOUZA;[ANHANGUERA] - MAUA/SP - I(1121);138;298;160;SIM; NÃO;SIM;SIM;10;0%;1;0;414;43;10%;2;25;1237%;0;0;0%;2;17;699%;419;85;20%
GRANDE SP;KELLY CRISTINE;GE9-VICTOR LARA DE SOUZA;[ANHANGUERA] - MAUA/SP - II(15074600);126;293;167;SIM; NÃO;SIM;SIM;4;0%;1;0;290;56;19%;0;0;0%;0;0;0%;28;4;14%;318;71;22%
GRANDE SP;EM BRANCO;SEM INF;[ANHANGUERA] - MAUA/SP - III(15055893);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
