REGIONAL;GERENTE;GRUPO ECONOMICO;NOME SIGA;Inscritos ENEM 25.1;Inscritos Total CPF Único;Inscritos EX ENEM;Adiantamento da VCP - Nov;Adiantamento da VCP - Jan;TOP 25;Possui time comercial;Quantidade time comercial;% do CE nas matrículas do Polo;Aportes;Expectativa Matricula Enem;META 100% ONLINE;REAL 25.1;% META;META HIBRIDO;REAL 25.1;% META;META PRESENCIAL;REAL 25.1;% META;META HIBRIDO LAB;REAL 25.1;% META;META TOTAL;REAL 25.1;% META
GRANDE SP;KELLY CRISTINE;GE6-ROSANGELA RODRIGUES AZEVEDO VIEIRA;[ANHANGUERA] - MAUA/SP - IV(15072692);61;179;118;SIM; NÃO;NÃO;SIM;4;0%;1;2;182;65;36%;0;0;0%;0;0;0%;26;2;8%;208;69;33%
GRANDE SP;KELLY CRISTINE;GI-YAGO SANTIAGO SOARES;[ANHANGUERA] - MAUA/SP - V(15078820);0;55;55;SIM; NÃO;NÃO;NÃO;0;0%;0;0;91;20;22%;0;0;0%;0;0;0%;10;1;10%;101;22;22%
GRANDE SP;KELLY CRISTINE;GE6-TIAGO SOARES DE ALMEIDA GOMES;[ANHANGUERA] - MAUA/SP - VI(15297652);383;424;41;SIM; NÃO;NÃO;NÃO;0;0%;1;0;34;23;67%;0;0;0%;0;0;0%;2;3;123%;37;26;71%
GRANDE SP;KELLY CRISTINE;GE9-VICTOR LARA DE SOUZA;[ANHANGUERA] - MAUA/SP - VII(16219265);136;682;546;SIM; NÃO;SIM;SIM;4;0%;0;5;266;95;36%;43;77;177%;0;0;0%;169;88;52%;479;260;54%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MAUES/AM - I(1092);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MAURILANDIA/GO - I(15152974);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;ANTONIO FERNANDES;GE4-EDILSON CARLOS KAUPKA;[ANHANGUERA] - MEDIANEIRA/PR - I(15899244);0;45;45;SIM; NÃO;NÃO;NÃO;0;0%;0;0;34;9;26%;0;0;0%;0;0;0%;1;2;182%;35;11;31%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MERIDIANO/SP - I(15052342);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MERIDIANO/SP - II(17004410);0;3;3;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MESQUITA/RJ - I(14624644);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE3-MONIQUE DA SILVA MEIRELES;[ANHANGUERA] - MESQUITA/RJ - II(15982501);2;107;105;SIM; NÃO;NÃO;NÃO;0;36%;0;0;83;33;40%;0;0;0%;0;0;0%;11;0;0%;95;45;48%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MIGUEL PEREIRA/RJ - I(14022692);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GI-PRISCILA DA COSTA GUEDES DE OLIVEIRA;[ANHANGUERA] - MIGUEL PEREIRA/RJ - II(15081500);8;51;43;SIM; NÃO;NÃO;NÃO;0;0%;0;0;31;6;20%;0;0;0%;0;0;0%;6;1;18%;36;8;22%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MILAGRES/CE - I(15144679);0;28;28;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;3;0%;0;0;0%;0;0;0%;0;2;0%;0;5;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MILHA/CE - I(13840858);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MIMOSO DO SUL/ES - I(15955257);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE2-JOSE GABRIEL DA SILVA ARAUJO;[ANHANGUERA] - MIMOSO DO SUL/ES - II(16109073);0;28;28;SIM; NÃO;NÃO;NÃO;0;67%;0;0;12;5;40%;0;0;0%;0;0;0%;1;1;89%;14;9;66%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MINAS DO LEAO/RS - I(16603615);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MINEIROS DO TIETE/SP - I(15244911);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MIRACATU/SP - I(15108770);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MIRACEMA DO TOCANTINS/TO - I(14059262);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GI-LELIANA MARIA FERREIRA DE MORAIS SILVA;[ANHANGUERA] - MIRADOR/MA - I(16791832);0;33;33;SIM; NÃO;NÃO;NÃO;0;0%;0;0;64;28;44%;0;0;0%;0;0;0%;0;0;0%;64;28;44%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GI-ALEXANDRE LUIZ FABRE;[ANHANGUERA] - MIRANDA/MS - I(2008442);125;270;145;SIM; NÃO;NÃO;NÃO;0;0%;0;0;84;21;25%;27;45;169%;0;0;0%;75;59;78%;186;125;67%
SP INTERIOR;VICTOR CARVAS;GI-JOAO CARLOS RIZOLLI;[ANHANGUERA] - MIRANDOPOLIS/SP - I(1109);0;139;139;SIM; NÃO;NÃO;NÃO;0;0%;0;0;83;52;63%;16;1;6%;0;0;0%;3;3;118%;101;56;55%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GI-JUCILENE PEREIRA DE BRITO;[ANHANGUERA] - MIRANORTE/TO - I(14093360);0;24;24;SIM; NÃO;NÃO;NÃO;0;0%;0;0;22;6;28%;0;0;0%;0;0;0%;0;0;0%;22;6;28%
SP INTERIOR;VICTOR CARVAS;GE15-LEONARDO WINOCUR;[ANHANGUERA] - MIRANTE DO PARANAPANEMA/SP - I(24112);0;129;129;SIM; NÃO;SIM;SIM;2;0%;1;0;66;56;84%;7;0;0%;0;0;0%;1;1;79%;74;57;77%
SUL;ANTONIO FERNANDES;GE4-EDILSON CARLOS KAUPKA;[ANHANGUERA] - MISSAL/PR - I(15357918);0;34;34;SIM; NÃO;NÃO;SIM;1;0%;0;0;37;13;35%;0;0;0%;0;0;0%;0;0;0%;37;13;35%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MISSAO VELHA/CE - I(17003190);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MOCOCA/SP - I(14594378);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MOCOCA/SP - I(15074601);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
GRANDE SP;KELLY CRISTINE;GE8-HANDERSON GONCALVES;[ANHANGUERA] - MOGI DAS CRUZES/SP - I(2008440);108;265;157;SIM; NÃO;SIM;NÃO;0;0%;0;0;200;75;38%;0;0;0%;0;0;0%;12;3;25%;212;80;38%
GRANDE SP;KELLY CRISTINE;GE8-HANDERSON GONCALVES;[ANHANGUERA] - MOGI DAS CRUZES/SP - I(3149);1253;1984;731;SIM; NÃO;SIM;NÃO;0;9%;1;6;471;221;47%;162;91;56%;0;0;0%;196;124;63%;829;436;53%
GRANDE SP;KELLY CRISTINE;GE8-HANDERSON GONCALVES;[ANHANGUERA] - MOGI DAS CRUZES/SP - II(13948321);105;429;324;SIM; NÃO;SIM;SIM;2;7%;0;1;224;107;48%;0;0;0%;0;0;0%;22;4;18%;246;113;46%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MOGI GUACU/SP - I(12881974);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;VICTOR CARVAS;GI-DANIEL CANDIDO DE ALMEIDA;[ANHANGUERA] - MOGI GUACU/SP - I(14909476);0;243;243;SIM; NÃO;NÃO;NÃO;0;0%;0;0;109;75;69%;1;0;0%;0;0;0%;22;7;32%;132;86;65%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MOGI GUACU/SP - II(16679588);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;JULIANE ABADE;GE4-ALESSANDRO ROBERTO MIGUEL;[ANHANGUERA] - MOGI MIRIM/SP - I(14446094);0;280;280;SIM; NÃO;NÃO;SIM;2;0%;0;0;232;80;34%;0;6;0%;0;0;0%;34;11;33%;266;99;37%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MOMBACA/CE - I(15800980);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;JULIANE ABADE;GI-CAMILA DA SILVA NEVES;[ANHANGUERA] - MONGAGUA/SP - I(15074602);0;101;101;SIM; NÃO;NÃO;NÃO;0;0%;0;0;39;32;82%;0;0;0%;0;0;0%;5;0;0%;44;33;75%
NORDESTE;TATIANE ALMEIDA;GE2-JOSE CLODOALDO BARBOSA;[ANHANGUERA] - MONTE ALEGRE/RN - II(15881115);0;18;18;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;11;1;9%;0;0;0%;0;0;0%;0;0;0%;11;1;9%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MONTE ALTO/SP - I(12614775);0;39;39;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;5;0%;0;0;0%;0;0;0%;0;1;0%;0;6;0%
SP INTERIOR;VICTOR CARVAS;GE6-MAYCON MARTINS DE OLIVEIRA SILVA;[ANHANGUERA] - MONTE APRAZIVEL/SP - I(15190588);0;46;46;NÃO; NÃO;NÂO;SIM;3;0%;0;0;58;21;36%;0;0;0%;0;0;0%;5;1;20%;63;22;35%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MONTE AZUL PAULISTA/SP - II(15233324);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MONTE AZUL PAULISTA/SP - III(16966027);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;CONSUELO NOBREGA;GE3-LILIAN APARECIDA DA CRUZ;[ANHANGUERA] - MONTE BELO/MG - I(15070439);0;37;37;SIM; NÃO;NÃO;SIM;1;0%;0;0;31;10;32%;0;0;0%;0;0;0%;0;0;0%;31;10;32%
SP INTERIOR;JULIANE ABADE;GE2-ITAMAR AVILA OSORIO;[ANHANGUERA] - MONTE MOR/SP - I(13850726);0;180;180;SIM; NÃO;NÃO;SIM;2;2%;0;0;307;101;33%;0;0;0%;0;0;0%;48;21;43%;355;126;35%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MONTE SANTO DE MINAS/MG - I(15222370);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MONTE SANTO DE MINAS/MG - II(16846550);0;13;13;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;4;0%;0;0;0%;0;0;0%;0;0;0%;0;4;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MONTE SIAO/MG - I(16720003);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;TBD;GE3-IVAN TARCISO;[ANHANGUERA] - MONTENEGRO/RS - I(11686037);0;180;180;SIM; NÃO;NÃO;SIM;2;0%;1;0;141;49;35%;0;2;0%;0;0;0%;1;2;186%;142;54;38%
SUDESTE;MARCOS MALACARNE;GE11-IZAURO GUIMARAES;[ANHANGUERA] - MONTES CLAROS/MG - I(7306);390;1015;625;SIM; NÃO;SIM;SIM;6;26%;0;0;267;158;59%;14;11;79%;0;0;0%;30;11;36%;311;181;58%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MONTIVIDIU/GO - I(15152978);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MORMACO/RS - I(16376966);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MORRETES/PR - I(15051219);0;22;22;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;7;0%;0;0;0%;0;0;0%;0;0;0%;0;7;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MORRO AGUDO/SP - I(15074603);0;10;10;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;4;0%;0;0;0%;0;0;0%;0;0;0%;0;4;0%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - MORRO DA FUMACA/SC - I(15969680);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MORROS/MA - I(15185081);0;8;8;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - MORUNGABA/SP - I(15210047);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;JULIANE ABADE;GI-FABIANA DOS SANTOS ANGELICOLA;[ANHANGUERA] - MORUNGABA/SP - II(16831820);2397;2405;8;SIM; NÃO;NÃO;NÃO;0;0%;0;1;53;19;36%;0;0;0%;0;0;0%;5;1;20%;58;20;35%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - MOSQUEIRO/PA - I(15157050);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MOSSORO/RN - I(7240);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
REVENUE SHARE;JOAO BOIANI;GE4-ITALO FRANCA DE QUEIROZ;[ANHANGUERA] - MOSSORO/RN - II(12071000);1016;2003;987;SIM; NÃO;SIM;SIM;3;27%;1;11;288;143;50%;67;42;62%;30;22;73%;61;35;58%;446;242;54%
SUL;TBD;GI-JOAO VITOR VARGAS OLIVEIRA;[ANHANGUERA] - MOSTARDAS/RS - I(15805808);0;22;22;SIM; NÃO;NÃO;NÃO;0;0%;0;0;30;10;34%;0;0;0%;0;0;0%;1;0;0%;31;10;32%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-RENATO MARQUES FERREIRA NETO;[ANHANGUERA] - MUCAJAI/RR - II(16939665);0;45;45;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;19;8;41%;0;0;0%;0;0;0%;0;0;0%;19;8;41%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MUCAMBO/CE - I(17123702);0;8;8;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;2;0%;0;0;0%;0;0;0%;0;0;0%;0;2;0%
NORDESTE;RODRIGO BONFIM;GE5-LUIZ SERGIO GUERRA GOMES;[ANHANGUERA] - MUCURI/BA - I(11088993);162;322;160;SIM; NÃO;NÃO;SIM;1;73%;1;0;191;82;43%;0;0;0%;0;0;0%;7;8;114%;198;90;45%
SUDESTE;SILVIA CUNHA;GE2-JOSE GABRIEL DA SILVA ARAUJO;[ANHANGUERA] - MUQUI/ES - II(16379183);0;18;18;SIM; NÃO;NÃO;NÃO;0;50%;0;0;25;10;41%;0;0;0%;0;0;0%;0;3;0%;25;13;53%
REVENUE SHARE;FERNANDO GONTIJO;GE6-JOELMA CRESPO MORAES;[ANHANGUERA] - MURIAE/MG - II(17123719);15;145;130;SIM; NÃO;SIM;SIM;2;25%;0;0;11;20;189%;3;3;100%;0;0;0%;0;2;0%;14;25;184%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MURIBECA/SE - I(16229045);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - MURITIBA/BA - I(15147434);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-MARCELO RIVAS FERNANDES;[ANHANGUERA] - MUTUIPE/BA - I(15686363);0;72;72;SIM; NÃO;NÃO;NÃO;0;0%;0;0;17;19;110%;0;0;0%;0;0;0%;0;1;0%;17;20;115%
SUDESTE;MARCOS MALACARNE;GE2-ANA MARIA ALMEIDA DA SILVA;[ANHANGUERA] - NANUQUE/MG - I(1074488);68;89;21;SIM; NÃO;NÃO;SIM;1;54%;0;629;110;63;57%;0;0;0%;0;0;0%;1;0;0%;111;63;57%
SUL;TBD;GE4-MICHELI ADRIANA SCHWALBERT;[ANHANGUERA] - NAO ME TOQUE/RS - I(15074705);158;127;-31;SIM; NÃO;NÃO;NÃO;0;0%;0;0;138;55;40%;0;0;0%;0;0;0%;6;10;155%;145;65;45%
NORDESTE;TATIANE ALMEIDA;GI-RENATA FREIRE CUNHA LIMA;[ANHANGUERA] - NATAL/RN - I(7246);20;351;331;SIM; NÃO;NÃO;SIM;2;15%;0;19;85;41;49%;0;0;0%;0;0;0%;2;2;90%;87;44;51%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATAL/RN - II(1051574);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATAL/RN - II(15755429);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;TATIANE ALMEIDA;GI-MELINA MARTINS SALDANHA;[ANHANGUERA] - NATAL/RN - III(15777426);1;66;65;NÃO; NÃO;NÂO;SIM;1;0%;0;0;25;14;56%;0;0;0%;0;0;0%;0;1;0%;25;15;60%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATAL/RN - IV(12323278);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATAL/RN - VI(14765824);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATAL/RN - VII(16204647);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATAL/RN - VIII(16838456);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - NATIVIDADE/TO - I(15734516);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;ANTONIO FERNANDES;GI-MARIA ELIENE SIMAO BEZERRA;[ANHANGUERA] - NAVEGANTES/SC - I(11088994);20;196;176;SIM; NÃO;NÃO;NÃO;0;22%;0;0;104;57;55%;0;0;0%;0;0;0%;19;7;37%;122;66;54%
SUL;EM BRANCO;SEM INF;[ANHANGUERA] - NAVEGANTES/SC - II(16456220);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE3-ELAINE CAMACHO;[ANHANGUERA] - NAVIRAI/MS - I(2003139);863;1042;179;SIM; NÃO;NÃO;SIM;4;0%;0;5;199;70;35%;64;20;31%;0;0;0%;158;71;45%;421;161;38%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - NAZARE PAULISTA/SP - I(15039392);0;30;30;SIM; NÃO;NÃO;SIM;1;0%;0;0;50;16;32%;0;0;0%;0;0;0%;2;0;0%;52;16;31%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NAZARE/BA - I(15691946);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - NAZARIO/GO - II(16204641);0;13;13;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NEOPOLIS/SE - I(16197768);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NEPOMUCENO/MG - I(14536148);0;26;26;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;5;0%;0;0;0%;0;0;0%;0;0;0%;0;5;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-DARLAN DAMIAO DA SILVA BATISTA;[ANHANGUERA] - NEROPOLIS/GO - I(14992515);0;54;54;SIM; NÃO;NÃO;NÃO;0;0%;0;0;10;18;186%;0;0;0%;0;0;0%;0;2;0%;10;20;207%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - NEVES PAULISTA/SP - I(15870007);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - NHAMUNDA/AM - I(16156772);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA] - NHANDEARA/SP - I(15235517);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE3-MONIQUE DA SILVA MEIRELES;[ANHANGUERA] - NILOPOLIS/RJ - II(17060632);15;628;613;SIM; NÃO;NÃO;SIM;1;37%;0;0;120;45;37%;19;26;136%;0;0;0%;17;40;238%;156;111;71%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GI-EDINALDO MARQUES CASTRO;[ANHANGUERA] - NIOAQUE/MS - I(14444555);0;36;36;SIM; NÃO;NÃO;NÃO;0;0%;0;0;48;18;37%;0;0;0%;0;0;0%;0;0;0%;48;18;37%
SUDESTE;ERIKSSON NUNES;CP1-CHARLES DA SILVA SOUTO;[ANHANGUERA] - NITEROI/RJ;3621;0;-3621;NÃO; NÃO;NÂO;SIM;4;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE4-GUSTAVO COSTA;[ANHANGUERA] - NITEROI/RJ - I(14663583);197;344;147;SIM; NÃO;NÃO;SIM;2;0%;1;21;46;46;99%;15;0;0%;0;0;0%;7;3;45%;68;65;95%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NITEROI/RJ - I(17111275);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NITEROI/RJ - II(15278205);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NITEROI/RJ - III(15850529);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA] - NITEROI/RJ - IV(16603611);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GI-JANETE DELFINO DE ARAUJO;[ANHANGUERA] - NOBRES/MT - I(16897235);0;44;44;SIM; NÃO;NÃO;NÃO;0;25%;0;0;32;17;53%;0;0;0%;0;0;0%;4;1;25%;36;18;50%
NORDESTE;TATIANE ALMEIDA;GE7-ELIZABETE MENDONCA / IDAMIS SOUSA;[ANHANGUERA] - NOSSA SENHORA DA GLORIA/SE - I(11088995);12;84;72;SIM; NÃO;NÃO;SIM;5;0%;0;0;62;16;26%;3;2;67%;0;0;0%;33;5;15%;98;23;23%
NORDESTE;TATIANE ALMEIDA;GI-RAVENA MURIELE SOUZA FREITAS;[ANHANGUERA] - NOSSA SENHORA DO SOCORRO/SE - II(17007900);0;84;84;SIM; NÃO;NÃO;NÃO;0;0%;0;0;34;17;51%;0;0;0%;0;0;0%;0;0;0%;34;17;51%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA] - NOVA ALVORADA DO SUL/MS - I(14912206);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
